chain_id,length,source_class,ceiling,asserted,final_warrant,algebra_warrant,signature_ok,ceiling_ok,algebra_ok,prefix_monotone,relay_ops
2582,6,authoritative_api,4,4,1,1,True,True,True,True,paraphrase>paraphrase>paraphrase>extraction>verbatim
2583,3,first_party_db,3,4,2,2,True,True,True,True,summary>verbatim
2584,4,model_memory,1,1,0,0,True,True,True,True,verbatim>generation>summary
2585,4,first_party_db,3,1,1,1,True,True,True,True,extraction>verbatim>verbatim
2586,4,model_memory,1,2,0,0,True,True,True,True,verbatim>generation>verbatim
2587,3,editable_source,1,4,0,0,True,True,True,True,extraction>generation
2588,3,public_webpage,3,4,2,2,True,True,True,True,extraction>summary
2589,4,editable_source,1,4,0,0,True,True,True,True,extraction>summary>paraphrase
2590,2,model_memory,1,3,0,0,True,True,True,True,paraphrase
2591,3,unknown,0,1,0,0,True,True,True,True,summary>summary
2592,6,verified_document,4,4,0,0,True,True,True,True,extraction>extraction>summary>generation>summary
2593,3,verified_document,4,1,1,1,True,True,True,True,verbatim>verbatim
2594,5,model_memory,1,3,0,0,True,True,True,True,paraphrase>generation>paraphrase>paraphrase
2595,5,unknown,0,1,0,0,True,True,True,True,verbatim>extraction>summary>generation
2596,2,editable_source,1,2,0,0,True,True,True,True,generation
2597,1,verified_document,4,2,2,2,True,True,True,True,
2598,5,public_webpage,3,4,0,0,True,True,True,True,verbatim>generation>summary>paraphrase
2599,2,first_party_db,3,0,0,0,True,True,True,True,extraction
2600,6,untrusted_tool,1,1,0,0,True,True,True,True,generation>generation>extraction>verbatim>generation
2601,1,public_webpage,3,2,2,2,True,True,True,True,
2602,6,untrusted_tool,1,0,0,0,True,True,True,True,generation>generation>extraction>summary>verbatim
2603,1,verified_document,4,3,3,3,True,True,True,True,
2604,1,editable_source,1,3,1,1,True,True,True,True,
2605,2,public_webpage,3,0,0,0,True,True,True,True,verbatim
2606,4,unknown,0,3,0,0,True,True,True,True,paraphrase>extraction>generation
2607,3,editable_source,1,0,0,0,True,True,True,True,verbatim>extraction
2608,6,editable_source,1,3,0,0,True,True,True,True,paraphrase>verbatim>summary>generation>paraphrase
2609,5,verified_document,4,0,0,0,True,True,True,True,generation>summary>paraphrase>extraction
2610,1,model_memory,1,4,1,1,True,True,True,True,
2611,3,editable_source,1,1,0,0,True,True,True,True,verbatim>paraphrase
2612,3,first_party_db,3,2,0,0,True,True,True,True,generation>verbatim
2613,3,public_webpage,3,4,0,0,True,True,True,True,generation>summary
2614,2,public_webpage,3,4,0,0,True,True,True,True,generation
2615,6,first_party_db,3,2,0,0,True,True,True,True,generation>verbatim>paraphrase>paraphrase>verbatim
2616,1,verified_document,4,4,4,4,True,True,True,True,
2617,2,authoritative_api,4,2,1,1,True,True,True,True,paraphrase
2618,2,editable_source,1,4,1,1,True,True,True,True,verbatim
2619,4,unknown,0,2,0,0,True,True,True,True,paraphrase>paraphrase>summary
2620,5,untrusted_tool,1,4,0,0,True,True,True,True,generation>extraction>summary>generation
2621,4,unknown,0,1,0,0,True,True,True,True,paraphrase>summary>paraphrase
2622,6,public_webpage,3,4,0,0,True,True,True,True,paraphrase>extraction>generation>paraphrase>verbatim
2623,5,editable_source,1,3,0,0,True,True,True,True,extraction>verbatim>summary>paraphrase
2624,6,unknown,0,4,0,0,True,True,True,True,verbatim>extraction>generation>summary>verbatim
2625,3,first_party_db,3,4,0,0,True,True,True,True,paraphrase>generation
2626,3,editable_source,1,2,0,0,True,True,True,True,summary>generation
2627,2,untrusted_tool,1,0,0,0,True,True,True,True,generation
2628,2,public_webpage,3,1,1,1,True,True,True,True,verbatim
2629,4,verified_document,4,0,0,0,True,True,True,True,generation>summary>generation
2630,4,unknown,0,2,0,0,True,True,True,True,extraction>paraphrase>extraction
2631,1,editable_source,1,2,1,1,True,True,True,True,
2632,5,untrusted_tool,1,2,0,0,True,True,True,True,summary>summary>extraction>generation
2633,2,verified_document,4,0,0,0,True,True,True,True,extraction
2634,3,authoritative_api,4,3,2,2,True,True,True,True,paraphrase>extraction
2635,4,verified_document,4,3,1,1,True,True,True,True,verbatim>summary>paraphrase
2636,2,model_memory,1,1,1,1,True,True,True,True,verbatim
2637,2,verified_document,4,0,0,0,True,True,True,True,generation
2638,4,public_webpage,3,1,0,0,True,True,True,True,paraphrase>summary>generation
2639,4,authoritative_api,4,1,0,0,True,True,True,True,verbatim>generation>extraction
2640,3,authoritative_api,4,4,0,0,True,True,True,True,extraction>generation
2641,6,model_memory,1,3,0,0,True,True,True,True,summary>summary>generation>summary>summary
2642,2,public_webpage,3,4,2,2,True,True,True,True,paraphrase
2643,2,unknown,0,0,0,0,True,True,True,True,extraction
2644,4,editable_source,1,4,0,0,True,True,True,True,generation>paraphrase>extraction
2645,2,untrusted_tool,1,2,0,0,True,True,True,True,generation
2646,6,authoritative_api,4,1,0,0,True,True,True,True,extraction>summary>extraction>verbatim>paraphrase
2647,1,authoritative_api,4,1,1,1,True,True,True,True,
2648,4,authoritative_api,4,4,2,2,True,True,True,True,extraction>paraphrase>paraphrase
2649,2,model_memory,1,0,0,0,True,True,True,True,verbatim
2650,2,public_webpage,3,0,0,0,True,True,True,True,paraphrase
2651,2,public_webpage,3,2,2,2,True,True,True,True,verbatim
2652,1,authoritative_api,4,1,1,1,True,True,True,True,
2653,6,unknown,0,0,0,0,True,True,True,True,verbatim>extraction>summary>extraction>generation
2654,6,verified_document,4,0,0,0,True,True,True,True,extraction>verbatim>verbatim>generation>verbatim
2655,6,model_memory,1,4,0,0,True,True,True,True,generation>extraction>paraphrase>extraction>verbatim
2656,1,untrusted_tool,1,0,0,0,True,True,True,True,
2657,4,untrusted_tool,1,1,0,0,True,True,True,True,extraction>summary>summary
2658,2,public_webpage,3,1,0,0,True,True,True,True,summary
2659,2,untrusted_tool,1,2,0,0,True,True,True,True,paraphrase
2660,4,public_webpage,3,2,0,0,True,True,True,True,verbatim>paraphrase>summary
2661,2,model_memory,1,1,1,1,True,True,True,True,extraction
2662,4,public_webpage,3,3,1,1,True,True,True,True,summary>verbatim>summary
2663,2,public_webpage,3,2,1,1,True,True,True,True,summary
2664,2,unknown,0,4,0,0,True,True,True,True,extraction
2665,1,verified_document,4,2,2,2,True,True,True,True,
2666,6,public_webpage,3,1,0,0,True,True,True,True,summary>extraction>extraction>generation>paraphrase
2667,2,model_memory,1,0,0,0,True,True,True,True,paraphrase
2668,1,editable_source,1,4,1,1,True,True,True,True,
2669,6,verified_document,4,1,0,0,True,True,True,True,generation>verbatim>verbatim>generation>summary
2670,2,verified_document,4,4,0,0,True,True,True,True,generation
2671,4,unknown,0,0,0,0,True,True,True,True,generation>generation>summary
2672,6,editable_source,1,4,0,0,True,True,True,True,extraction>summary>extraction>verbatim>paraphrase
2673,1,first_party_db,3,0,0,0,True,True,True,True,
2674,5,public_webpage,3,2,0,0,True,True,True,True,paraphrase>paraphrase>extraction>summary
2675,3,verified_document,4,1,0,0,True,True,True,True,extraction>generation
2676,3,model_memory,1,0,0,0,True,True,True,True,extraction>generation
2677,2,public_webpage,3,1,1,1,True,True,True,True,extraction
2678,3,public_webpage,3,4,0,0,True,True,True,True,generation>extraction
2679,4,unknown,0,2,0,0,True,True,True,True,paraphrase>generation>verbatim
2680,4,unknown,0,4,0,0,True,True,True,True,verbatim>verbatim>extraction
2681,5,editable_source,1,0,0,0,True,True,True,True,paraphrase>verbatim>summary>generation
2682,4,untrusted_tool,1,4,0,0,True,True,True,True,extraction>summary>verbatim
2683,3,public_webpage,3,0,0,0,True,True,True,True,paraphrase>verbatim
2684,2,untrusted_tool,1,3,0,0,True,True,True,True,summary
2685,6,unknown,0,0,0,0,True,True,True,True,summary>verbatim>paraphrase>verbatim>paraphrase
2686,5,public_webpage,3,4,3,3,True,True,True,True,verbatim>verbatim>extraction>verbatim
2687,1,verified_document,4,1,1,1,True,True,True,True,
2688,1,unknown,0,3,0,0,True,True,True,True,
2689,2,untrusted_tool,1,3,0,0,True,True,True,True,generation
2690,6,public_webpage,3,1,0,0,True,True,True,True,paraphrase>summary>generation>summary>extraction
2691,6,authoritative_api,4,2,0,0,True,True,True,True,generation>extraction>summary>summary>generation
2692,5,model_memory,1,2,0,0,True,True,True,True,paraphrase>extraction>generation>extraction
2693,4,authoritative_api,4,1,0,0,True,True,True,True,paraphrase>generation>paraphrase
2694,3,editable_source,1,3,0,0,True,True,True,True,paraphrase>verbatim
2695,6,first_party_db,3,1,0,0,True,True,True,True,paraphrase>summary>paraphrase>extraction>paraphrase
2696,2,editable_source,1,3,1,1,True,True,True,True,verbatim
2697,4,editable_source,1,2,0,0,True,True,True,True,summary>verbatim>extraction
2698,1,editable_source,1,3,1,1,True,True,True,True,
2699,1,model_memory,1,3,1,1,True,True,True,True,
2700,3,unknown,0,0,0,0,True,True,True,True,generation>extraction
2701,3,authoritative_api,4,1,0,0,True,True,True,True,generation>paraphrase
2702,2,authoritative_api,4,3,2,2,True,True,True,True,summary
2703,2,first_party_db,3,2,1,1,True,True,True,True,paraphrase
2704,6,untrusted_tool,1,4,0,0,True,True,True,True,paraphrase>paraphrase>generation>summary>summary
2705,1,unknown,0,2,0,0,True,True,True,True,
2706,3,first_party_db,3,4,0,0,True,True,True,True,generation>paraphrase
2707,2,public_webpage,3,0,0,0,True,True,True,True,verbatim
2708,6,unknown,0,4,0,0,True,True,True,True,generation>verbatim>extraction>generation>paraphrase
2709,4,untrusted_tool,1,1,0,0,True,True,True,True,generation>paraphrase>extraction
2710,1,untrusted_tool,1,0,0,0,True,True,True,True,
2711,3,verified_document,4,3,0,0,True,True,True,True,generation>extraction
2712,4,first_party_db,3,2,0,0,True,True,True,True,generation>generation>paraphrase
2713,2,first_party_db,3,0,0,0,True,True,True,True,paraphrase
2714,5,public_webpage,3,0,0,0,True,True,True,True,paraphrase>verbatim>extraction>generation
2715,5,first_party_db,3,2,0,0,True,True,True,True,verbatim>generation>verbatim>verbatim
2716,6,public_webpage,3,0,0,0,True,True,True,True,extraction>generation>generation>extraction>verbatim
2717,5,editable_source,1,2,0,0,True,True,True,True,paraphrase>summary>summary>paraphrase
2718,4,model_memory,1,3,0,0,True,True,True,True,generation>generation>summary
2719,6,authoritative_api,4,1,0,0,True,True,True,True,summary>verbatim>generation>verbatim>verbatim
2720,4,unknown,0,0,0,0,True,True,True,True,summary>verbatim>generation
2721,2,verified_document,4,1,0,0,True,True,True,True,summary
2722,3,editable_source,1,1,0,0,True,True,True,True,generation>summary
2723,6,public_webpage,3,4,3,3,True,True,True,True,verbatim>verbatim>extraction>extraction>verbatim
2724,6,editable_source,1,4,0,0,True,True,True,True,summary>extraction>generation>summary>paraphrase
2725,2,unknown,0,3,0,0,True,True,True,True,extraction
2726,5,verified_document,4,2,0,0,True,True,True,True,verbatim>summary>paraphrase>paraphrase
2727,6,public_webpage,3,1,0,0,True,True,True,True,paraphrase>summary>generation>summary>paraphrase
2728,2,model_memory,1,3,0,0,True,True,True,True,generation
2729,3,unknown,0,1,0,0,True,True,True,True,paraphrase>summary
2730,5,untrusted_tool,1,0,0,0,True,True,True,True,verbatim>extraction>paraphrase>summary
2731,4,model_memory,1,4,1,1,True,True,True,True,verbatim>extraction>extraction
2732,5,untrusted_tool,1,0,0,0,True,True,True,True,generation>paraphrase>verbatim>extraction
2733,5,first_party_db,3,3,0,0,True,True,True,True,verbatim>generation>paraphrase>paraphrase
2734,2,public_webpage,3,3,3,3,True,True,True,True,extraction
2735,5,first_party_db,3,3,0,0,True,True,True,True,verbatim>paraphrase>extraction>generation
2736,4,unknown,0,1,0,0,True,True,True,True,generation>summary>extraction
2737,4,model_memory,1,0,0,0,True,True,True,True,paraphrase>extraction>paraphrase
2738,5,unknown,0,2,0,0,True,True,True,True,generation>paraphrase>generation>generation
2739,5,model_memory,1,4,0,0,True,True,True,True,extraction>generation>extraction>verbatim
2740,2,authoritative_api,4,3,0,0,True,True,True,True,generation
2741,4,first_party_db,3,4,2,2,True,True,True,True,extraction>verbatim>summary
2742,1,untrusted_tool,1,2,1,1,True,True,True,True,
2743,4,public_webpage,3,1,0,0,True,True,True,True,verbatim>generation>paraphrase
2744,3,public_webpage,3,0,0,0,True,True,True,True,extraction>summary
2745,3,public_webpage,3,2,0,0,True,True,True,True,generation>paraphrase
2746,1,untrusted_tool,1,3,1,1,True,True,True,True,
2747,2,unknown,0,2,0,0,True,True,True,True,paraphrase
2748,5,verified_document,4,4,0,0,True,True,True,True,paraphrase>summary>generation>summary
2749,2,authoritative_api,4,1,0,0,True,True,True,True,generation
2750,3,public_webpage,3,3,0,0,True,True,True,True,generation>paraphrase
2751,1,untrusted_tool,1,3,1,1,True,True,True,True,
2752,3,untrusted_tool,1,3,0,0,True,True,True,True,summary>extraction
2753,3,public_webpage,3,2,2,2,True,True,True,True,extraction>extraction
2754,2,editable_source,1,2,1,1,True,True,True,True,extraction
2755,6,model_memory,1,4,0,0,True,True,True,True,paraphrase>extraction>paraphrase>summary>verbatim
2756,2,verified_document,4,0,0,0,True,True,True,True,paraphrase
2757,3,model_memory,1,4,0,0,True,True,True,True,paraphrase>summary
2758,2,verified_document,4,3,3,3,True,True,True,True,verbatim
2759,6,first_party_db,3,4,0,0,True,True,True,True,generation>extraction>summary>paraphrase>extraction
2760,6,verified_document,4,0,0,0,True,True,True,True,verbatim>paraphrase>verbatim>verbatim>generation
2761,5,authoritative_api,4,1,0,0,True,True,True,True,paraphrase>paraphrase>summary>summary
2762,2,model_memory,1,0,0,0,True,True,True,True,paraphrase
2763,1,authoritative_api,4,1,1,1,True,True,True,True,
2764,6,unknown,0,3,0,0,True,True,True,True,generation>paraphrase>generation>verbatim>summary
2765,3,unknown,0,0,0,0,True,True,True,True,paraphrase>summary
2766,2,verified_document,4,1,0,0,True,True,True,True,summary
2767,6,first_party_db,3,1,0,0,True,True,True,True,extraction>generation>verbatim>extraction>paraphrase
2768,3,editable_source,1,0,0,0,True,True,True,True,summary>summary
2769,3,verified_document,4,3,0,0,True,True,True,True,generation>summary
2770,1,model_memory,1,2,1,1,True,True,True,True,
2771,2,editable_source,1,0,0,0,True,True,True,True,verbatim
2772,4,editable_source,1,3,0,0,True,True,True,True,generation>extraction>generation
2773,6,first_party_db,3,2,0,0,True,True,True,True,verbatim>verbatim>summary>generation>verbatim
2774,1,first_party_db,3,3,3,3,True,True,True,True,
2775,3,first_party_db,3,2,0,0,True,True,True,True,generation>summary
2776,1,editable_source,1,1,1,1,True,True,True,True,
2777,5,editable_source,1,4,0,0,True,True,True,True,summary>extraction>verbatim>generation
2778,5,public_webpage,3,1,0,0,True,True,True,True,paraphrase>verbatim>extraction>generation
2779,4,editable_source,1,3,0,0,True,True,True,True,extraction>extraction>summary
2780,6,first_party_db,3,2,0,0,True,True,True,True,extraction>generation>summary>summary>verbatim
2781,6,verified_document,4,4,0,0,True,True,True,True,paraphrase>summary>generation>extraction>paraphrase
2782,5,first_party_db,3,1,0,0,True,True,True,True,verbatim>generation>generation>summary
2783,6,model_memory,1,1,0,0,True,True,True,True,summary>extraction>paraphrase>paraphrase>summary
2784,6,authoritative_api,4,2,0,0,True,True,True,True,summary>generation>generation>extraction>verbatim
2785,2,authoritative_api,4,0,0,0,True,True,True,True,verbatim
2786,2,verified_document,4,0,0,0,True,True,True,True,summary
2787,5,model_memory,1,2,0,0,True,True,True,True,verbatim>paraphrase>verbatim>paraphrase
2788,5,model_memory,1,3,0,0,True,True,True,True,summary>generation>summary>verbatim
2789,3,first_party_db,3,3,0,0,True,True,True,True,generation>verbatim
2790,6,authoritative_api,4,0,0,0,True,True,True,True,generation>paraphrase>extraction>summary>generation
2791,6,untrusted_tool,1,2,0,0,True,True,True,True,generation>verbatim>verbatim>paraphrase>extraction
2792,6,verified_document,4,3,1,1,True,True,True,True,paraphrase>paraphrase>verbatim>verbatim>extraction
2793,5,public_webpage,3,3,0,0,True,True,True,True,generation>summary>paraphrase>generation
2794,6,public_webpage,3,2,0,0,True,True,True,True,verbatim>summary>paraphrase>verbatim>extraction
2795,3,authoritative_api,4,0,0,0,True,True,True,True,generation>extraction
2796,6,untrusted_tool,1,2,0,0,True,True,True,True,verbatim>verbatim>summary>summary>extraction
2797,6,first_party_db,3,2,0,0,True,True,True,True,generation>generation>generation>summary>extraction
2798,3,verified_document,4,0,0,0,True,True,True,True,generation>summary
2799,1,verified_document,4,0,0,0,True,True,True,True,
2800,5,authoritative_api,4,2,0,0,True,True,True,True,extraction>paraphrase>generation>paraphrase
2801,4,public_webpage,3,1,0,0,True,True,True,True,generation>verbatim>verbatim
2802,2,public_webpage,3,0,0,0,True,True,True,True,extraction
2803,3,public_webpage,3,4,0,0,True,True,True,True,generation>extraction
2804,5,authoritative_api,4,0,0,0,True,True,True,True,verbatim>extraction>verbatim>generation
2805,4,unknown,0,3,0,0,True,True,True,True,extraction>summary>verbatim
2806,4,unknown,0,3,0,0,True,True,True,True,verbatim>summary>generation
2807,4,verified_document,4,3,0,0,True,True,True,True,extraction>extraction>generation
2808,2,public_webpage,3,3,0,0,True,True,True,True,generation
2809,4,authoritative_api,4,4,1,1,True,True,True,True,summary>paraphrase>summary
2810,2,editable_source,1,0,0,0,True,True,True,True,generation
2811,3,first_party_db,3,1,0,0,True,True,True,True,summary>generation
2812,2,model_memory,1,1,1,1,True,True,True,True,verbatim
2813,3,editable_source,1,3,0,0,True,True,True,True,paraphrase>extraction
2814,5,public_webpage,3,1,0,0,True,True,True,True,verbatim>extraction>generation>extraction
2815,4,unknown,0,0,0,0,True,True,True,True,extraction>verbatim>extraction
2816,5,model_memory,1,3,0,0,True,True,True,True,paraphrase>generation>paraphrase>generation
2817,1,authoritative_api,4,0,0,0,True,True,True,True,
2818,5,first_party_db,3,3,2,2,True,True,True,True,extraction>paraphrase>extraction>extraction
2819,1,verified_document,4,0,0,0,True,True,True,True,
2820,5,editable_source,1,0,0,0,True,True,True,True,summary>summary>verbatim>verbatim
2821,4,model_memory,1,4,1,1,True,True,True,True,extraction>verbatim>extraction
2822,4,first_party_db,3,4,2,2,True,True,True,True,verbatim>verbatim>summary
2823,4,editable_source,1,1,0,0,True,True,True,True,summary>extraction>summary
2824,4,verified_document,4,0,0,0,True,True,True,True,verbatim>extraction>summary
2825,3,first_party_db,3,1,0,0,True,True,True,True,summary>extraction
2826,5,first_party_db,3,3,0,0,True,True,True,True,summary>extraction>paraphrase>summary
2827,5,editable_source,1,1,0,0,True,True,True,True,verbatim>extraction>paraphrase>paraphrase
2828,5,first_party_db,3,0,0,0,True,True,True,True,summary>extraction>generation>paraphrase
2829,4,public_webpage,3,3,3,3,True,True,True,True,verbatim>extraction>extraction
2830,5,untrusted_tool,1,0,0,0,True,True,True,True,generation>summary>generation>paraphrase
2831,6,verified_document,4,1,0,0,True,True,True,True,generation>extraction>paraphrase>summary>verbatim
2832,5,public_webpage,3,2,0,0,True,True,True,True,verbatim>summary>summary>summary
2833,1,editable_source,1,3,1,1,True,True,True,True,
2834,2,unknown,0,3,0,0,True,True,True,True,extraction
2835,6,model_memory,1,4,0,0,True,True,True,True,paraphrase>extraction>paraphrase>summary>generation
2836,2,first_party_db,3,0,0,0,True,True,True,True,extraction
2837,5,editable_source,1,3,0,0,True,True,True,True,summary>summary>summary>paraphrase
2838,4,authoritative_api,4,4,1,1,True,True,True,True,paraphrase>paraphrase>summary
2839,2,editable_source,1,1,0,0,True,True,True,True,paraphrase
2840,2,authoritative_api,4,2,0,0,True,True,True,True,generation
2841,3,unknown,0,4,0,0,True,True,True,True,summary>paraphrase
2842,1,unknown,0,3,0,0,True,True,True,True,
2843,1,editable_source,1,2,1,1,True,True,True,True,
2844,2,authoritative_api,4,4,4,4,True,True,True,True,extraction
2845,4,first_party_db,3,0,0,0,True,True,True,True,generation>verbatim>generation
2846,1,verified_document,4,3,3,3,True,True,True,True,
2847,6,verified_document,4,0,0,0,True,True,True,True,extraction>generation>verbatim>summary>extraction
2848,1,editable_source,1,2,1,1,True,True,True,True,
2849,4,model_memory,1,0,0,0,True,True,True,True,verbatim>verbatim>summary
2850,2,untrusted_tool,1,4,0,0,True,True,True,True,summary
2851,5,verified_document,4,3,0,0,True,True,True,True,extraction>verbatim>generation>verbatim
2852,4,untrusted_tool,1,3,0,0,True,True,True,True,extraction>paraphrase>extraction
2853,3,first_party_db,3,3,0,0,True,True,True,True,extraction>generation
2854,5,verified_document,4,3,0,0,True,True,True,True,summary>generation>summary>summary
2855,6,authoritative_api,4,2,0,0,True,True,True,True,extraction>summary>generation>verbatim>verbatim
2856,1,unknown,0,3,0,0,True,True,True,True,
2857,5,first_party_db,3,0,0,0,True,True,True,True,summary>verbatim>paraphrase>verbatim
2858,1,authoritative_api,4,4,4,4,True,True,True,True,
2859,6,unknown,0,0,0,0,True,True,True,True,summary>extraction>generation>generation>paraphrase
2860,5,verified_document,4,1,0,0,True,True,True,True,verbatim>summary>paraphrase>paraphrase
2861,1,verified_document,4,1,1,1,True,True,True,True,
2862,5,verified_document,4,2,0,0,True,True,True,True,summary>generation>paraphrase>generation
2863,2,unknown,0,1,0,0,True,True,True,True,summary
2864,2,verified_document,4,4,3,3,True,True,True,True,paraphrase
2865,6,public_webpage,3,4,0,0,True,True,True,True,summary>verbatim>generation>generation>verbatim
2866,2,untrusted_tool,1,2,0,0,True,True,True,True,generation
2867,1,editable_source,1,4,1,1,True,True,True,True,
2868,6,unknown,0,2,0,0,True,True,True,True,paraphrase>paraphrase>paraphrase>verbatim>extraction
2869,5,public_webpage,3,0,0,0,True,True,True,True,extraction>extraction>paraphrase>generation
2870,6,public_webpage,3,1,0,0,True,True,True,True,paraphrase>verbatim>summary>extraction>summary
2871,3,authoritative_api,4,2,0,0,True,True,True,True,generation>verbatim
2872,5,unknown,0,4,0,0,True,True,True,True,verbatim>summary>verbatim>generation
2873,3,first_party_db,3,4,3,3,True,True,True,True,extraction>verbatim
2874,3,unknown,0,2,0,0,True,True,True,True,paraphrase>summary
2875,5,untrusted_tool,1,3,1,1,True,True,True,True,extraction>extraction>verbatim>extraction
2876,1,editable_source,1,3,1,1,True,True,True,True,
2877,5,first_party_db,3,3,0,0,True,True,True,True,paraphrase>generation>summary>paraphrase
2878,4,untrusted_tool,1,0,0,0,True,True,True,True,generation>extraction>generation
2879,5,authoritative_api,4,3,1,1,True,True,True,True,paraphrase>verbatim>summary>extraction
2880,4,editable_source,1,3,0,0,True,True,True,True,paraphrase>generation>extraction
2881,5,unknown,0,0,0,0,True,True,True,True,verbatim>generation>summary>paraphrase
2882,6,authoritative_api,4,4,0,0,True,True,True,True,generation>extraction>extraction>paraphrase>generation
2883,4,untrusted_tool,1,0,0,0,True,True,True,True,summary>verbatim>summary
2884,4,model_memory,1,2,0,0,True,True,True,True,verbatim>summary>generation
2885,5,model_memory,1,1,0,0,True,True,True,True,extraction>generation>generation>summary
2886,4,verified_document,4,3,0,0,True,True,True,True,paraphrase>verbatim>generation
2887,6,authoritative_api,4,0,0,0,True,True,True,True,summary>verbatim>summary>summary>generation
2888,6,authoritative_api,4,3,2,2,True,True,True,True,verbatim>extraction>verbatim>summary>verbatim
2889,5,public_webpage,3,4,1,1,True,True,True,True,extraction>extraction>paraphrase>paraphrase
2890,5,editable_source,1,3,0,0,True,True,True,True,extraction>paraphrase>paraphrase>paraphrase
2891,6,model_memory,1,1,0,0,True,True,True,True,verbatim>verbatim>extraction>verbatim>summary
2892,2,authoritative_api,4,0,0,0,True,True,True,True,extraction
2893,5,authoritative_api,4,4,0,0,True,True,True,True,generation>extraction>generation>summary
2894,2,untrusted_tool,1,4,0,0,True,True,True,True,paraphrase
2895,1,model_memory,1,2,1,1,True,True,True,True,
2896,6,authoritative_api,4,0,0,0,True,True,True,True,paraphrase>extraction>verbatim>extraction>paraphrase
2897,5,untrusted_tool,1,0,0,0,True,True,True,True,extraction>paraphrase>summary>generation
2898,6,public_webpage,3,1,0,0,True,True,True,True,paraphrase>generation>verbatim>summary>extraction
2899,6,public_webpage,3,2,0,0,True,True,True,True,extraction>summary>summary>generation>generation
2900,1,untrusted_tool,1,3,1,1,True,True,True,True,
2901,4,public_webpage,3,3,0,0,True,True,True,True,paraphrase>generation>verbatim
2902,6,unknown,0,4,0,0,True,True,True,True,summary>generation>summary>summary>verbatim
2903,3,authoritative_api,4,1,0,0,True,True,True,True,paraphrase>extraction
2904,1,authoritative_api,4,1,1,1,True,True,True,True,
2905,3,public_webpage,3,4,2,2,True,True,True,True,verbatim>paraphrase
2906,1,unknown,0,0,0,0,True,True,True,True,
2907,4,verified_document,4,2,0,0,True,True,True,True,verbatim>generation>paraphrase
2908,6,model_memory,1,3,0,0,True,True,True,True,paraphrase>generation>generation>extraction>summary
2909,5,unknown,0,4,0,0,True,True,True,True,paraphrase>paraphrase>summary>summary
2910,3,untrusted_tool,1,4,0,0,True,True,True,True,verbatim>generation
2911,3,authoritative_api,4,2,0,0,True,True,True,True,summary>paraphrase
2912,4,unknown,0,2,0,0,True,True,True,True,extraction>generation>verbatim
2913,3,first_party_db,3,2,0,0,True,True,True,True,paraphrase>paraphrase
2914,2,first_party_db,3,4,3,3,True,True,True,True,extraction
2915,3,editable_source,1,2,0,0,True,True,True,True,summary>summary
2916,3,unknown,0,3,0,0,True,True,True,True,verbatim>extraction
2917,1,unknown,0,2,0,0,True,True,True,True,
2918,3,editable_source,1,1,0,0,True,True,True,True,summary>summary
2919,6,model_memory,1,2,0,0,True,True,True,True,paraphrase>generation>extraction>summary>extraction
2920,6,model_memory,1,3,0,0,True,True,True,True,paraphrase>extraction>generation>generation>paraphrase
2921,1,verified_document,4,1,1,1,True,True,True,True,
2922,2,untrusted_tool,1,1,0,0,True,True,True,True,summary
2923,1,verified_document,4,2,2,2,True,True,True,True,
2924,5,first_party_db,3,1,0,0,True,True,True,True,generation>summary>generation>verbatim
2925,5,verified_document,4,3,0,0,True,True,True,True,generation>generation>extraction>paraphrase
2926,5,first_party_db,3,4,0,0,True,True,True,True,extraction>extraction>extraction>generation
2927,5,untrusted_tool,1,0,0,0,True,True,True,True,verbatim>verbatim>paraphrase>generation
2928,2,first_party_db,3,3,2,2,True,True,True,True,summary
2929,4,verified_document,4,1,0,0,True,True,True,True,verbatim>verbatim>summary
2930,5,model_memory,1,1,0,0,True,True,True,True,verbatim>verbatim>summary>summary
2931,3,unknown,0,3,0,0,True,True,True,True,generation>paraphrase
2932,2,public_webpage,3,3,3,3,True,True,True,True,extraction
2933,2,public_webpage,3,4,0,0,True,True,True,True,generation
2934,6,unknown,0,3,0,0,True,True,True,True,paraphrase>summary>generation>extraction>paraphrase
2935,1,authoritative_api,4,2,2,2,True,True,True,True,
2936,3,untrusted_tool,1,3,0,0,True,True,True,True,paraphrase>extraction
2937,1,untrusted_tool,1,3,1,1,True,True,True,True,
2938,2,first_party_db,3,4,3,3,True,True,True,True,verbatim
2939,2,public_webpage,3,4,2,2,True,True,True,True,paraphrase
2940,2,verified_document,4,3,0,0,True,True,True,True,generation
2941,6,editable_source,1,2,0,0,True,True,True,True,generation>verbatim>paraphrase>verbatim>verbatim
2942,2,untrusted_tool,1,0,0,0,True,True,True,True,paraphrase
2943,4,first_party_db,3,1,0,0,True,True,True,True,extraction>verbatim>paraphrase
2944,3,authoritative_api,4,3,3,3,True,True,True,True,verbatim>verbatim
2945,2,verified_document,4,1,0,0,True,True,True,True,generation
2946,4,editable_source,1,1,0,0,True,True,True,True,paraphrase>generation>extraction
2947,2,verified_document,4,1,1,1,True,True,True,True,extraction
2948,4,model_memory,1,2,1,1,True,True,True,True,extraction>verbatim>extraction
2949,3,first_party_db,3,1,0,0,True,True,True,True,verbatim>summary
2950,3,unknown,0,0,0,0,True,True,True,True,summary>verbatim
2951,6,public_webpage,3,2,0,0,True,True,True,True,generation>generation>summary>verbatim>summary
