chain_id,true_class,declared_class,true_ceiling,asserted,hops,final_warrant,decision,class_lie,transformation_lie,midchain_origin,exceeds_true_ceiling
2645,editable_source,editable_source,1,3,2,0,quarantine,False,True,False,False
2646,first_party_db,first_party_db,3,1,1,1,down_weight,False,False,False,False
2647,model_memory,model_memory,1,3,4,0,quarantine,False,True,False,False
2648,model_memory,model_memory,1,4,2,0,quarantine,False,True,True,False
2649,editable_source,editable_source,1,3,5,0,quarantine,False,False,True,False
2650,model_memory,model_memory,1,2,1,1,down_weight,False,False,False,False
2651,editable_source,editable_source,1,1,5,0,quarantine,False,False,True,False
2652,editable_source,editable_source,1,1,2,0,quarantine,False,True,False,False
2653,model_memory,model_memory,1,1,3,0,quarantine,False,True,True,False
2654,first_party_db,first_party_db,3,4,4,0,quarantine,False,False,True,False
2655,authoritative_api,authoritative_api,4,4,2,4,accept,False,False,False,False
2656,first_party_db,first_party_db,3,0,3,0,quarantine,False,False,False,False
2657,untrusted_tool,untrusted_tool,1,0,2,0,quarantine,False,False,True,False
2658,model_memory,model_memory,1,2,1,1,down_weight,False,False,False,False
2659,untrusted_tool,untrusted_tool,1,4,5,0,quarantine,False,False,True,False
2660,untrusted_tool,untrusted_tool,1,1,5,0,quarantine,False,False,False,False
2661,unknown,unknown,0,0,4,0,quarantine,False,False,True,False
2662,verified_document,verified_document,4,0,3,0,quarantine,False,False,True,False
2663,unknown,unknown,0,0,4,0,quarantine,False,True,True,False
2664,first_party_db,first_party_db,3,3,6,0,quarantine,False,True,True,False
2665,verified_document,verified_document,4,1,2,1,down_weight,False,False,False,False
2666,untrusted_tool,untrusted_tool,1,2,1,1,down_weight,False,False,False,False
2667,unknown,unknown,0,4,4,0,quarantine,False,False,True,False
2668,verified_document,verified_document,4,2,5,0,quarantine,False,False,True,False
2669,untrusted_tool,untrusted_tool,1,1,1,1,down_weight,False,False,False,False
2670,model_memory,model_memory,1,4,2,0,quarantine,False,False,True,False
2671,model_memory,model_memory,1,4,4,0,quarantine,False,True,True,False
2672,editable_source,editable_source,1,3,6,0,quarantine,False,True,True,False
2673,verified_document,verified_document,4,4,4,0,quarantine,False,True,True,False
2674,first_party_db,first_party_db,3,1,6,0,quarantine,False,True,True,False
2675,first_party_db,first_party_db,3,0,1,0,quarantine,False,False,False,False
2676,unknown,unknown,0,4,3,0,quarantine,False,False,False,False
2677,public_webpage,public_webpage,3,3,6,0,quarantine,False,True,True,False
2678,editable_source,editable_source,1,2,5,0,quarantine,False,True,True,False
2679,verified_document,verified_document,4,2,6,0,quarantine,False,False,False,False
2680,model_memory,model_memory,1,3,3,0,quarantine,False,True,True,False
2681,unknown,unknown,0,2,2,0,quarantine,False,True,True,False
2682,authoritative_api,authoritative_api,4,2,4,0,quarantine,False,False,False,False
2683,authoritative_api,authoritative_api,4,1,4,0,quarantine,False,True,True,False
2684,untrusted_tool,untrusted_tool,1,4,2,0,quarantine,False,True,False,False
2685,first_party_db,first_party_db,3,3,6,0,quarantine,False,False,True,False
2686,first_party_db,first_party_db,3,4,2,2,down_weight,False,False,False,False
2687,public_webpage,public_webpage,3,3,2,2,down_weight,False,False,False,False
2688,unknown,unknown,0,1,5,0,quarantine,False,False,True,False
2689,public_webpage,public_webpage,3,2,3,0,quarantine,False,False,True,False
2690,authoritative_api,authoritative_api,4,0,5,0,quarantine,False,False,True,False
2691,editable_source,editable_source,1,2,2,1,down_weight,False,False,False,False
2692,untrusted_tool,untrusted_tool,1,0,6,0,quarantine,False,True,True,False
2693,authoritative_api,authoritative_api,4,2,4,0,quarantine,False,True,True,False
2694,model_memory,model_memory,1,0,1,0,quarantine,False,False,False,False
2695,editable_source,editable_source,1,0,5,0,quarantine,False,False,True,False
2696,model_memory,model_memory,1,3,6,0,quarantine,False,False,True,False
2697,public_webpage,public_webpage,3,1,1,1,down_weight,False,False,False,False
2698,authoritative_api,authoritative_api,4,3,3,0,quarantine,False,True,True,False
2699,unknown,unknown,0,3,4,0,quarantine,False,False,True,False
2700,public_webpage,public_webpage,3,2,6,0,quarantine,False,True,True,False
2701,model_memory,model_memory,1,2,2,0,quarantine,False,True,False,False
2702,public_webpage,public_webpage,3,3,6,0,quarantine,False,True,True,False
2703,editable_source,editable_source,1,3,6,0,quarantine,False,False,True,False
2704,untrusted_tool,untrusted_tool,1,0,6,0,quarantine,False,False,True,False
2705,first_party_db,first_party_db,3,1,3,0,quarantine,False,False,False,False
2706,editable_source,editable_source,1,2,3,0,quarantine,False,False,True,False
2707,authoritative_api,authoritative_api,4,3,4,1,down_weight,False,False,False,False
2708,untrusted_tool,untrusted_tool,1,3,2,0,quarantine,False,False,False,False
2709,public_webpage,public_webpage,3,2,2,1,down_weight,False,False,False,False
2710,untrusted_tool,untrusted_tool,1,4,1,1,down_weight,False,False,False,False
2711,verified_document,verified_document,4,3,2,0,quarantine,False,False,False,False
2712,model_memory,model_memory,1,2,6,0,quarantine,False,False,False,False
2713,unknown,unknown,0,2,6,0,quarantine,False,True,False,False
2714,authoritative_api,authoritative_api,4,3,2,0,quarantine,False,True,False,False
2715,verified_document,verified_document,4,4,5,0,quarantine,False,False,True,False
2716,editable_source,editable_source,1,2,1,1,down_weight,False,False,False,False
2717,public_webpage,public_webpage,3,2,1,2,down_weight,False,False,False,False
2718,untrusted_tool,untrusted_tool,1,1,4,0,quarantine,False,True,True,False
2719,editable_source,editable_source,1,4,3,0,quarantine,False,True,False,False
2720,untrusted_tool,untrusted_tool,1,2,5,0,quarantine,False,True,True,False
2721,editable_source,editable_source,1,0,2,0,quarantine,False,True,False,False
2722,first_party_db,first_party_db,3,2,5,0,quarantine,False,True,True,False
2723,editable_source,editable_source,1,1,5,0,quarantine,False,True,True,False
2724,authoritative_api,authoritative_api,4,3,3,1,down_weight,False,False,True,False
2725,unknown,unknown,0,3,3,0,quarantine,False,True,False,False
2726,first_party_db,first_party_db,3,4,5,0,quarantine,False,False,True,False
2727,editable_source,editable_source,1,1,3,0,quarantine,False,False,True,False
2728,authoritative_api,authoritative_api,4,1,3,0,quarantine,False,True,False,False
2729,verified_document,verified_document,4,4,6,0,quarantine,False,False,True,False
2730,public_webpage,public_webpage,3,2,1,2,down_weight,False,False,False,False
2731,public_webpage,public_webpage,3,2,5,0,quarantine,False,True,True,False
2732,untrusted_tool,untrusted_tool,1,2,6,0,quarantine,False,True,True,False
2733,editable_source,editable_source,1,1,1,1,down_weight,False,False,False,False
2734,first_party_db,first_party_db,3,4,1,3,accept,False,False,False,False
2735,public_webpage,public_webpage,3,2,2,1,down_weight,False,False,True,False
2736,public_webpage,public_webpage,3,0,6,0,quarantine,False,False,True,False
2737,model_memory,model_memory,1,3,2,1,down_weight,False,False,True,False
2738,authoritative_api,authoritative_api,4,3,5,0,quarantine,False,True,True,False
2739,unknown,unknown,0,1,1,0,quarantine,False,False,False,False
2740,public_webpage,public_webpage,3,0,6,0,quarantine,False,False,True,False
2741,first_party_db,first_party_db,3,0,1,0,quarantine,False,False,False,False
2742,editable_source,editable_source,1,3,6,0,quarantine,False,True,True,False
2743,verified_document,verified_document,4,1,2,0,quarantine,False,False,False,False
2744,public_webpage,public_webpage,3,1,2,0,quarantine,False,False,False,False
2745,model_memory,model_memory,1,0,2,0,quarantine,False,False,True,False
2746,model_memory,model_memory,1,1,2,0,quarantine,False,False,True,False
2747,untrusted_tool,untrusted_tool,1,2,6,0,quarantine,False,True,True,False
2748,first_party_db,first_party_db,3,4,2,0,quarantine,False,False,False,False
2749,unknown,unknown,0,1,3,0,quarantine,False,False,True,False
2750,model_memory,model_memory,1,1,2,0,quarantine,False,False,True,False
2751,first_party_db,first_party_db,3,4,1,3,accept,False,False,False,False
2752,verified_document,verified_document,4,2,2,1,down_weight,False,False,False,False
2753,editable_source,editable_source,1,4,2,0,quarantine,False,False,False,False
2754,editable_source,editable_source,1,3,3,0,quarantine,False,True,False,False
2755,untrusted_tool,untrusted_tool,1,0,2,0,quarantine,False,False,False,False
2756,authoritative_api,authoritative_api,4,3,2,3,accept,False,False,False,False
2757,public_webpage,public_webpage,3,2,3,0,quarantine,False,False,True,False
2758,model_memory,model_memory,1,4,1,1,down_weight,False,False,False,False
2759,authoritative_api,authoritative_api,4,1,1,1,down_weight,False,False,False,False
2760,unknown,unknown,0,3,5,0,quarantine,False,True,False,False
2761,untrusted_tool,untrusted_tool,1,2,2,0,quarantine,False,False,False,False
2762,model_memory,model_memory,1,1,1,1,down_weight,False,False,False,False
2763,unknown,unknown,0,0,6,0,quarantine,False,True,True,False
2764,authoritative_api,authoritative_api,4,4,4,0,quarantine,False,False,True,False
2765,editable_source,editable_source,1,1,3,0,quarantine,False,False,True,False
2766,model_memory,model_memory,1,4,4,0,quarantine,False,False,True,False
2767,first_party_db,first_party_db,3,4,5,0,quarantine,False,False,True,False
2768,model_memory,model_memory,1,1,1,1,down_weight,False,False,False,False
2769,first_party_db,first_party_db,3,3,1,3,accept,False,False,False,False
2770,untrusted_tool,untrusted_tool,1,0,3,0,quarantine,False,False,True,False
2771,verified_document,verified_document,4,3,2,2,down_weight,False,False,True,False
2772,authoritative_api,authoritative_api,4,3,5,0,quarantine,False,True,True,False
2773,model_memory,model_memory,1,1,2,1,down_weight,False,False,False,False
2774,authoritative_api,authoritative_api,4,3,5,0,quarantine,False,False,True,False
2775,verified_document,verified_document,4,1,5,0,quarantine,False,False,True,False
2776,model_memory,model_memory,1,2,6,0,quarantine,False,True,False,False
2777,model_memory,model_memory,1,4,2,0,quarantine,False,False,True,False
2778,unknown,unknown,0,1,1,0,quarantine,False,False,False,False
2779,editable_source,editable_source,1,1,1,1,down_weight,False,False,False,False
2780,model_memory,model_memory,1,0,3,0,quarantine,False,True,True,False
2781,unknown,unknown,0,0,6,0,quarantine,False,False,False,False
2782,unknown,unknown,0,2,5,0,quarantine,False,False,False,False
2783,verified_document,verified_document,4,3,2,0,quarantine,False,False,False,False
2784,verified_document,verified_document,4,1,2,0,quarantine,False,False,True,False
2785,untrusted_tool,untrusted_tool,1,2,4,0,quarantine,False,False,True,False
2786,unknown,unknown,0,2,4,0,quarantine,False,False,True,False
2787,untrusted_tool,untrusted_tool,1,0,2,0,quarantine,False,False,True,False
2788,editable_source,editable_source,1,2,5,0,quarantine,False,False,False,False
2789,untrusted_tool,untrusted_tool,1,1,2,0,quarantine,False,False,False,False
2790,model_memory,model_memory,1,4,3,0,quarantine,False,False,True,False
2791,public_webpage,public_webpage,3,1,6,0,quarantine,False,True,True,False
2792,unknown,unknown,0,1,3,0,quarantine,False,True,True,False
2793,editable_source,editable_source,1,2,5,0,quarantine,False,False,True,False
2794,public_webpage,public_webpage,3,2,2,1,down_weight,False,False,False,False
2795,model_memory,model_memory,1,3,4,0,quarantine,False,False,True,False
2796,untrusted_tool,untrusted_tool,1,1,5,0,quarantine,False,False,True,False
2797,public_webpage,public_webpage,3,4,3,1,down_weight,False,False,True,False
2798,untrusted_tool,untrusted_tool,1,0,2,0,quarantine,False,True,True,False
2799,model_memory,model_memory,1,3,2,0,quarantine,False,False,True,False
2800,first_party_db,first_party_db,3,1,5,0,quarantine,False,True,True,False
2801,authoritative_api,authoritative_api,4,3,1,3,accept,False,False,False,False
2802,verified_document,verified_document,4,2,2,1,down_weight,False,False,False,False
2803,model_memory,model_memory,1,2,5,0,quarantine,False,False,False,False
2804,public_webpage,public_webpage,3,3,3,0,quarantine,False,False,True,False
2805,authoritative_api,authoritative_api,4,2,6,0,quarantine,False,False,True,False
2806,model_memory,model_memory,1,1,6,0,quarantine,False,True,False,False
2807,untrusted_tool,untrusted_tool,1,4,1,1,down_weight,False,False,False,False
2808,first_party_db,first_party_db,3,0,1,0,quarantine,False,False,False,False
2809,model_memory,model_memory,1,1,3,0,quarantine,False,False,True,False
2810,public_webpage,public_webpage,3,1,1,1,down_weight,False,False,False,False
2811,authoritative_api,authoritative_api,4,0,6,0,quarantine,False,True,True,False
2812,verified_document,verified_document,4,2,3,2,down_weight,False,False,False,False
2813,first_party_db,first_party_db,3,0,2,0,quarantine,False,False,True,False
2814,untrusted_tool,untrusted_tool,1,2,2,0,quarantine,False,False,False,False
2815,verified_document,verified_document,4,1,6,0,quarantine,False,True,True,False
2816,verified_document,verified_document,4,1,1,1,down_weight,False,False,False,False
2817,verified_document,verified_document,4,3,3,2,down_weight,False,False,True,False
2818,untrusted_tool,untrusted_tool,1,3,5,0,quarantine,False,True,True,False
2819,verified_document,verified_document,4,2,2,1,down_weight,False,False,True,False
2820,verified_document,verified_document,4,2,5,0,quarantine,False,False,True,False
2821,untrusted_tool,untrusted_tool,1,2,5,0,quarantine,False,True,True,False
2822,editable_source,editable_source,1,1,2,0,quarantine,False,False,False,False
2823,first_party_db,first_party_db,3,0,4,0,quarantine,False,False,True,False
2824,editable_source,editable_source,1,1,1,1,down_weight,False,False,False,False
2825,untrusted_tool,untrusted_tool,1,4,6,0,quarantine,False,False,True,False
2826,public_webpage,public_webpage,3,3,1,3,accept,False,False,False,False
2827,authoritative_api,authoritative_api,4,0,1,0,quarantine,False,False,False,False
2828,untrusted_tool,untrusted_tool,1,0,3,0,quarantine,False,False,True,False
2829,unknown,unknown,0,4,2,0,quarantine,False,False,True,False
2830,verified_document,verified_document,4,3,1,3,accept,False,False,False,False
2831,unknown,unknown,0,2,6,0,quarantine,False,False,False,False
2832,verified_document,verified_document,4,0,4,0,quarantine,False,False,False,False
2833,unknown,unknown,0,3,1,0,quarantine,False,False,False,False
2834,first_party_db,first_party_db,3,2,6,0,quarantine,False,False,True,False
2835,untrusted_tool,untrusted_tool,1,2,3,0,quarantine,False,False,True,False
2836,unknown,unknown,0,1,4,0,quarantine,False,False,False,False
2837,unknown,unknown,0,3,4,0,quarantine,False,False,False,False
2838,editable_source,editable_source,1,1,2,0,quarantine,False,False,False,False
2839,editable_source,editable_source,1,3,1,1,down_weight,False,False,False,False
2840,editable_source,editable_source,1,1,4,0,quarantine,False,False,True,False
2841,first_party_db,first_party_db,3,2,4,0,quarantine,False,True,True,False
2842,model_memory,model_memory,1,4,6,0,quarantine,False,True,False,False
2843,editable_source,editable_source,1,3,4,0,quarantine,False,False,True,False
2844,editable_source,editable_source,1,4,2,0,quarantine,False,False,False,False
2845,first_party_db,first_party_db,3,0,6,0,quarantine,False,True,True,False
2846,public_webpage,public_webpage,3,3,3,3,accept,False,False,True,False
2847,model_memory,model_memory,1,4,1,1,down_weight,False,False,False,False
2848,unknown,unknown,0,2,4,0,quarantine,False,False,True,False
2849,public_webpage,public_webpage,3,1,3,0,quarantine,False,True,True,False
2850,unknown,unknown,0,0,4,0,quarantine,False,True,False,False
2851,public_webpage,public_webpage,3,0,1,0,quarantine,False,False,False,False
2852,editable_source,editable_source,1,3,2,0,quarantine,False,True,True,False
2853,authoritative_api,authoritative_api,4,2,3,0,quarantine,False,True,False,False
2854,model_memory,model_memory,1,3,4,0,quarantine,False,True,True,False
2855,editable_source,editable_source,1,1,1,1,down_weight,False,False,False,False
2856,editable_source,editable_source,1,3,2,0,quarantine,False,False,False,False
2857,model_memory,model_memory,1,3,1,1,down_weight,False,False,False,False
2858,editable_source,editable_source,1,1,2,0,quarantine,False,False,False,False
2859,untrusted_tool,untrusted_tool,1,4,6,0,quarantine,False,False,True,False
2860,model_memory,model_memory,1,2,4,0,quarantine,False,False,True,False
2861,public_webpage,public_webpage,3,0,2,0,quarantine,False,True,False,False
2862,first_party_db,first_party_db,3,1,6,0,quarantine,False,False,True,False
2863,untrusted_tool,untrusted_tool,1,1,6,0,quarantine,False,False,True,False
2864,public_webpage,public_webpage,3,2,4,0,quarantine,False,False,True,False
2865,verified_document,verified_document,4,0,4,0,quarantine,False,False,False,False
2866,untrusted_tool,untrusted_tool,1,0,2,0,quarantine,False,False,True,False
2867,authoritative_api,authoritative_api,4,0,1,0,quarantine,False,False,False,False
2868,first_party_db,first_party_db,3,2,6,0,quarantine,False,False,True,False
2869,unknown,unknown,0,0,6,0,quarantine,False,True,True,False
2870,authoritative_api,authoritative_api,4,0,1,0,quarantine,False,False,False,False
2871,unknown,unknown,0,3,4,0,quarantine,False,False,True,False
2872,public_webpage,public_webpage,3,1,5,0,quarantine,False,False,True,False
2873,model_memory,model_memory,1,3,6,0,quarantine,False,False,True,False
2874,untrusted_tool,untrusted_tool,1,4,6,0,quarantine,False,True,True,False
2875,public_webpage,public_webpage,3,0,1,0,quarantine,False,False,False,False
2876,verified_document,verified_document,4,0,3,0,quarantine,False,False,True,False
2877,verified_document,verified_document,4,0,3,0,quarantine,False,False,True,False
2878,public_webpage,public_webpage,3,0,5,0,quarantine,False,True,False,False
2879,public_webpage,public_webpage,3,1,4,0,quarantine,False,True,True,False
2880,verified_document,verified_document,4,0,3,0,quarantine,False,False,True,False
2881,first_party_db,first_party_db,3,4,4,0,quarantine,False,False,True,False
2882,model_memory,model_memory,1,2,6,0,quarantine,False,True,False,False
2883,public_webpage,public_webpage,3,4,3,1,down_weight,False,False,True,False
2884,authoritative_api,authoritative_api,4,0,5,0,quarantine,False,False,True,False
2885,first_party_db,first_party_db,3,0,6,0,quarantine,False,True,True,False
2886,untrusted_tool,untrusted_tool,1,3,5,0,quarantine,False,True,True,False
2887,unknown,unknown,0,1,2,0,quarantine,False,False,False,False
2888,model_memory,model_memory,1,0,5,0,quarantine,False,False,False,False
2889,first_party_db,first_party_db,3,1,6,0,quarantine,False,False,True,False
2890,unknown,unknown,0,2,2,0,quarantine,False,True,True,False
2891,editable_source,editable_source,1,1,2,0,quarantine,False,False,False,False
2892,model_memory,model_memory,1,3,5,0,quarantine,False,True,False,False
2893,untrusted_tool,untrusted_tool,1,1,4,0,quarantine,False,False,True,False
2894,unknown,unknown,0,2,2,0,quarantine,False,False,False,False
2895,untrusted_tool,untrusted_tool,1,1,5,0,quarantine,False,True,True,False
2896,untrusted_tool,untrusted_tool,1,2,3,0,quarantine,False,False,True,False
2897,public_webpage,public_webpage,3,2,1,2,down_weight,False,False,False,False
2898,authoritative_api,authoritative_api,4,3,5,0,quarantine,False,False,True,False
2899,public_webpage,public_webpage,3,2,1,2,down_weight,False,False,False,False
2900,editable_source,editable_source,1,1,6,0,quarantine,False,True,True,False
2901,editable_source,editable_source,1,4,5,0,quarantine,False,False,True,False
2902,first_party_db,first_party_db,3,4,3,1,down_weight,False,False,False,False
2903,unknown,unknown,0,0,1,0,quarantine,False,False,False,False
2904,untrusted_tool,untrusted_tool,1,3,1,1,down_weight,False,False,False,False
2905,authoritative_api,authoritative_api,4,4,6,0,quarantine,False,True,True,False
2906,model_memory,model_memory,1,1,2,0,quarantine,False,False,False,False
2907,verified_document,verified_document,4,2,1,2,down_weight,False,False,False,False
2908,editable_source,editable_source,1,2,6,0,quarantine,False,True,True,False
2909,first_party_db,first_party_db,3,4,2,0,quarantine,False,False,False,False
2910,untrusted_tool,untrusted_tool,1,3,6,0,quarantine,False,False,True,False
2911,verified_document,verified_document,4,4,5,0,quarantine,False,True,True,False
2912,verified_document,verified_document,4,3,1,3,accept,False,False,False,False
2913,model_memory,model_memory,1,1,3,0,quarantine,False,False,False,False
2914,verified_document,verified_document,4,0,3,0,quarantine,False,False,False,False
2915,model_memory,model_memory,1,1,5,0,quarantine,False,True,True,False
2916,editable_source,editable_source,1,1,4,0,quarantine,False,False,True,False
2917,unknown,unknown,0,2,1,0,quarantine,False,False,False,False
2918,model_memory,model_memory,1,4,5,0,quarantine,False,False,True,False
2919,first_party_db,first_party_db,3,4,4,0,quarantine,False,True,True,False
2920,first_party_db,first_party_db,3,1,2,0,quarantine,False,False,False,False
2921,editable_source,editable_source,1,3,3,0,quarantine,False,True,True,False
2922,unknown,unknown,0,2,4,0,quarantine,False,True,False,False
2923,verified_document,verified_document,4,4,4,1,down_weight,False,False,True,False
2924,editable_source,editable_source,1,1,4,0,quarantine,False,True,True,False
2925,public_webpage,public_webpage,3,2,6,0,quarantine,False,True,True,False
2926,authoritative_api,authoritative_api,4,2,2,1,down_weight,False,False,False,False
2927,authoritative_api,authoritative_api,4,4,6,0,quarantine,False,True,True,False
2928,verified_document,verified_document,4,4,5,0,quarantine,False,True,True,False
2929,model_memory,model_memory,1,4,1,1,down_weight,False,False,False,False
2930,public_webpage,public_webpage,3,4,4,0,quarantine,False,False,False,False
2931,verified_document,verified_document,4,3,2,0,quarantine,False,True,False,False
2932,authoritative_api,authoritative_api,4,3,6,0,quarantine,False,True,True,False
2933,authoritative_api,authoritative_api,4,3,1,3,accept,False,False,False,False
2934,first_party_db,first_party_db,3,4,2,2,down_weight,False,False,False,False
2935,authoritative_api,authoritative_api,4,4,5,0,quarantine,False,True,True,False
2936,untrusted_tool,untrusted_tool,1,3,2,0,quarantine,False,False,True,False
2937,model_memory,model_memory,1,2,1,1,down_weight,False,False,False,False
2938,unknown,unknown,0,3,2,0,quarantine,False,False,True,False
2939,untrusted_tool,untrusted_tool,1,0,2,0,quarantine,False,True,False,False
2940,model_memory,model_memory,1,1,1,1,down_weight,False,False,False,False
2941,untrusted_tool,untrusted_tool,1,4,6,0,quarantine,False,True,True,False
2942,verified_document,verified_document,4,4,2,0,quarantine,False,False,False,False
2943,first_party_db,first_party_db,3,0,1,0,quarantine,False,False,False,False
2944,model_memory,model_memory,1,3,6,0,quarantine,False,False,True,False
2945,public_webpage,public_webpage,3,4,4,0,quarantine,False,False,False,False
2946,editable_source,editable_source,1,1,3,0,quarantine,False,True,True,False
2947,first_party_db,first_party_db,3,0,3,0,quarantine,False,False,True,False
2948,editable_source,editable_source,1,3,1,1,down_weight,False,False,False,False
2949,unknown,unknown,0,1,3,0,quarantine,False,False,False,False
2950,unknown,unknown,0,0,6,0,quarantine,False,True,True,False
2951,first_party_db,first_party_db,3,3,1,3,accept,False,False,False,False
2952,first_party_db,first_party_db,3,1,5,0,quarantine,False,True,True,False
2953,model_memory,model_memory,1,0,2,0,quarantine,False,False,False,False
2954,unknown,unknown,0,0,5,0,quarantine,False,True,False,False
2955,verified_document,verified_document,4,1,2,0,quarantine,False,False,False,False
2956,verified_document,verified_document,4,3,4,0,quarantine,False,True,True,False
2957,first_party_db,first_party_db,3,4,2,0,quarantine,False,True,True,False
2958,verified_document,verified_document,4,0,4,0,quarantine,False,False,True,False
2959,untrusted_tool,untrusted_tool,1,2,4,0,quarantine,False,False,True,False
2960,untrusted_tool,untrusted_tool,1,0,3,0,quarantine,False,False,True,False
2961,untrusted_tool,untrusted_tool,1,1,1,1,down_weight,False,False,False,False
2962,model_memory,model_memory,1,1,2,0,quarantine,False,False,False,False
2963,editable_source,editable_source,1,2,6,0,quarantine,False,True,False,False
2964,editable_source,editable_source,1,3,4,0,quarantine,False,True,False,False
2965,public_webpage,public_webpage,3,2,4,0,quarantine,False,False,True,False
2966,first_party_db,first_party_db,3,1,5,0,quarantine,False,False,False,False
2967,authoritative_api,authoritative_api,4,1,3,0,quarantine,False,True,True,False
2968,untrusted_tool,untrusted_tool,1,2,5,0,quarantine,False,False,True,False
2969,public_webpage,public_webpage,3,0,1,0,quarantine,False,False,False,False
2970,authoritative_api,authoritative_api,4,0,4,0,quarantine,False,True,False,False
2971,unknown,unknown,0,4,4,0,quarantine,False,False,True,False
2972,untrusted_tool,untrusted_tool,1,4,2,0,quarantine,False,False,False,False
2973,verified_document,verified_document,4,4,2,0,quarantine,False,True,False,False
2974,editable_source,editable_source,1,0,1,0,quarantine,False,False,False,False
2975,verified_document,verified_document,4,2,3,0,quarantine,False,False,True,False
2976,verified_document,verified_document,4,4,1,4,accept,False,False,False,False
2977,first_party_db,first_party_db,3,2,5,0,quarantine,False,False,True,False
2978,authoritative_api,authoritative_api,4,2,4,0,quarantine,False,True,True,False
2979,first_party_db,first_party_db,3,1,1,1,down_weight,False,False,False,False
2980,model_memory,model_memory,1,1,4,0,quarantine,False,True,True,False
2981,first_party_db,first_party_db,3,4,3,0,quarantine,False,True,False,False
2982,editable_source,editable_source,1,2,2,0,quarantine,False,False,False,False
2983,verified_document,verified_document,4,4,5,0,quarantine,False,False,True,False
2984,first_party_db,first_party_db,3,0,5,0,quarantine,False,True,True,False
2985,editable_source,editable_source,1,3,2,0,quarantine,False,False,True,False
2986,unknown,unknown,0,3,6,0,quarantine,False,True,False,False
2987,authoritative_api,authoritative_api,4,0,3,0,quarantine,False,False,True,False
2988,first_party_db,first_party_db,3,4,4,0,quarantine,False,False,True,False
2989,authoritative_api,authoritative_api,4,0,2,0,quarantine,False,False,True,False
2990,public_webpage,public_webpage,3,0,1,0,quarantine,False,False,False,False
2991,verified_document,verified_document,4,3,5,0,quarantine,False,False,False,False
2992,unknown,unknown,0,4,5,0,quarantine,False,False,True,False
2993,unknown,unknown,0,3,6,0,quarantine,False,False,True,False
2994,untrusted_tool,untrusted_tool,1,4,2,0,quarantine,False,False,False,False
2995,verified_document,verified_document,4,3,6,0,quarantine,False,False,True,False
2996,public_webpage,public_webpage,3,0,1,0,quarantine,False,False,False,False
2997,verified_document,verified_document,4,4,2,3,accept,False,False,True,False
2998,unknown,unknown,0,2,4,0,quarantine,False,False,False,False
2999,verified_document,verified_document,4,4,2,3,accept,False,False,False,False
3000,model_memory,model_memory,1,2,5,0,quarantine,False,False,True,False
3001,verified_document,verified_document,4,4,3,4,accept,False,False,True,False
3002,first_party_db,first_party_db,3,0,3,0,quarantine,False,True,True,False
3003,untrusted_tool,untrusted_tool,1,1,4,0,quarantine,False,True,False,False
3004,verified_document,verified_document,4,3,4,0,quarantine,False,False,True,False
3005,unknown,unknown,0,4,5,0,quarantine,False,True,True,False
3006,editable_source,editable_source,1,1,6,0,quarantine,False,True,True,False
3007,verified_document,verified_document,4,4,2,0,quarantine,False,False,False,False
3008,unknown,unknown,0,2,3,0,quarantine,False,False,True,False
3009,authoritative_api,authoritative_api,4,3,2,2,down_weight,False,False,False,False
3010,editable_source,editable_source,1,3,1,1,down_weight,False,False,False,False
3011,untrusted_tool,untrusted_tool,1,4,6,0,quarantine,False,True,True,False
3012,authoritative_api,authoritative_api,4,0,3,0,quarantine,False,False,False,False
3013,editable_source,editable_source,1,2,2,0,quarantine,False,False,False,False
3014,authoritative_api,authoritative_api,4,4,6,2,down_weight,False,False,True,False
3015,editable_source,editable_source,1,1,3,0,quarantine,False,False,True,False
3016,editable_source,editable_source,1,1,2,0,quarantine,False,False,True,False
3017,first_party_db,first_party_db,3,1,4,0,quarantine,False,False,False,False
3018,first_party_db,first_party_db,3,2,4,0,quarantine,False,True,True,False
3019,unknown,unknown,0,0,4,0,quarantine,False,True,False,False
3020,untrusted_tool,untrusted_tool,1,3,5,0,quarantine,False,True,True,False
3021,authoritative_api,authoritative_api,4,3,4,0,quarantine,False,True,True,False
3022,authoritative_api,authoritative_api,4,4,2,0,quarantine,False,True,True,False
3023,verified_document,verified_document,4,4,2,0,quarantine,False,True,False,False
3024,untrusted_tool,untrusted_tool,1,1,3,0,quarantine,False,False,True,False
3025,verified_document,verified_document,4,1,6,0,quarantine,False,True,True,False
3026,first_party_db,first_party_db,3,2,4,0,quarantine,False,True,True,False
3027,public_webpage,public_webpage,3,1,5,0,quarantine,False,False,True,False
3028,first_party_db,first_party_db,3,2,1,2,down_weight,False,False,False,False
3029,first_party_db,first_party_db,3,2,5,0,quarantine,False,True,True,False
3030,unknown,unknown,0,3,6,0,quarantine,False,True,True,False
3031,editable_source,editable_source,1,2,3,0,quarantine,False,False,True,False
3032,unknown,unknown,0,0,6,0,quarantine,False,True,True,False
3033,authoritative_api,authoritative_api,4,1,3,0,quarantine,False,False,False,False
3034,public_webpage,public_webpage,3,4,4,0,quarantine,False,False,True,False
3035,first_party_db,first_party_db,3,0,4,0,quarantine,False,False,False,False
3036,public_webpage,public_webpage,3,1,6,0,quarantine,False,False,True,False
3037,authoritative_api,authoritative_api,4,1,3,0,quarantine,False,False,True,False
